Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID
ELEC,Alan Webb Nissan,3608 NE Auto Mall Dr,,Vancouver,WA,98662,,360-892-9004,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,45.648181,-122.59837,2012-03-25,39798
ELEC,O'Brien Nissan,1395 Dalles Military Rd,,Walla Walla,WA,99362,,509-529-7000,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,46.047278,-118.353883,2012-03-25,39799
ELEC,Town Nissan,901 N Mission,,Wenatchee,WA,98801,,509-662-5125,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,47.43516,-120.321033,2012-03-25,39800
ELEC,Martinsburg VA Medical Center,510 Butler Ave,,Martinsburg,WV,25405,,,E,,Private access only,,,,,,4,,,,,,200-8,39.4175143,-77.9111682,2011-05-31,39801
ELEC,Mountain View Nissan,2100 S Market St,,Chattanooga,TN,37408,,423-756-1500,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.030347,-85.308233,2011-05-31,39802
ELEC,Harold Mathews Nissan,185 Highway 76,,Clarksville,TN,37043,,931-552-7555,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.5288498,-87.358163,2011-05-31,39803
ELEC,Barr Motor Company,1510 Nashville Hwy,,Columbia,TN,38401,,931-388-2023,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.6491499,-87.0116487,2011-05-31,39804
ELEC,Cookeville Nissan,501 Neal St,,Cookeville,TN,38501,,931-528-7715,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.137042,-85.4965689,2011-05-31,39805
ELEC,Victory Nissan West,2219 Highway 46 S,,Dickson,TN,37055,,615-446-7070,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.024214,-87.339945,2011-05-31,39806
ELEC,Rick Hill Nissan,2700 Parr Ave,,Dyersburg,TN,38024,,731-285-6294,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.0633399,-89.3793589,2011-05-31,39807
ELEC,Alexander Nissan - Cool Springs,212 Comtide Ct,,Franklin,TN,37067,,615-790-2500,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.9569403,-86.8090886,2011-05-31,39808
ELEC,Newton Nissan of Gallatin,1461 Nashville Pike,,Gallatin,TN,37066,,615-451-6827,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.361028,-86.494527,2011-05-31,39809
ELEC,Carlock Nissan of Jackson,495 Vann Dr,,Jackson,TN,38305,,731-422-4658,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.668741,-88.843095,2011-05-31,39810
ELEC,Tri-Cities Nissan,3602 Bristol Hwy,,Johnson City,TN,37601,,423-282-4731,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.373907,-82.371772,2011-05-31,39811
ELEC,Wallace Nissan Oldsmobile,2733 E Stone Dr,,Kingsport,TN,37660,,423-288-5500,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.5513649,-82.487467,2011-05-31,39812
ELEC,Ted Russell Nissan,8565 Kingston Pike,,Knoxville,TN,37919,,865-693-2856,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.920501,-84.068463,2011-05-31,39813
ELEC,Victory Nissan - Knoxville,4515 Clinton Hwy,,Knoxville,TN,37912,,865-687-6111,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.0000146,-83.9684578,2011-05-31,39814
ELEC,Nissan of Rivergate,1550 Gallatin Pike N,,Madison,TN,37115,,615-865-7220,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,GPS,36.290619,-86.705097,2011-05-31,39815
ELEC,Roberts Nissan,2747 Hillsboro Blvd,,Manchester,TN,37355,,931-728-2212,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.4550144,-86.0451745,2011-05-31,39816
ELEC,Weakley County Motors,841 N Lindell St,,Martin,TN,38237,,731-587-3141,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.36922,-88.848212,2011-05-31,39817
ELEC,Dobbs Nissan,4140 Hacks Cross Rd,,Memphis,TN,38125,,901-759-6100,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.0345283,-89.7958432,2011-05-31,39818
ELEC,Jim Keras Nissan,2080 Covington Pike,,Memphis,TN,38128,,901-373-2800,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.1813415,-89.8963782,2011-05-31,39819
ELEC,East Tennessee Nissan,5496 W Andrew Johnson Hwy,,Morristown,TN,37814,,423-587-2506,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.18237,-83.3825109,2011-05-31,39820
ELEC,Nissan of Murfreesboro,814 Memorial Blvd,,Murfreesboro,TN,37129,,615-893-0252,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.8543487,-86.3957004,2011-05-31,39821
ELEC,Action Nissan,307 Thompson Ln,,Nashville,TN,37211,,615-834-8244,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.110311,-86.7437549,2011-05-31,39822
ELEC,Downtown Nashville Nissan,25 Vantage Way,,Nashville,TN,37228,,615-248-5100,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.190605,-86.793258,2011-05-31,39823
ELEC,Icon Parking,148 W 68th St,"Car Charging Group, Inc. For access, see attendant",New York,NY,10023,,888-758-4389,E,,Public - see hours,24 hours daily; pay lot,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.77569,-73.982818,2012-03-25,39824
ELEC,Icon Parking,145 W 47th St,"Car Charging Group, Inc. Enter between 6th & 7th Ave. For access, see attendant",New York,NY,10036,,888-758-4389,E,,Public - see hours,24 hours daily; pay lot,,,,,1,1,,,ChargePoint Network,http://www.mychargepoint.net/,GPS,40.75874,-73.983254,2012-03-25,39825
ELEC,Ohio State University Center for Automotive Research - Lab Station,930 Kinnear Rd,,Columbus,OH,43212,,,E,,Private access only,Research use only,,,,,1,1,,,,,GPS,39.997769,-83.032407,2011-08-25,39826
ELEC,Beaverton Nissan,3855 SW Cedar Hills Blvd,,Beaverton,OR,97005,,503-643-8676,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,45.491816,-122.811724,2012-03-25,39827
ELEC,Smolich Nissan,1835 NE Highway 20,,Bend,OR,97701,,541-389-1177,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,44.055386,-121.27764,2012-03-25,39828
ELEC,Coos Bay Nissan,1475 Ocean Blvd,,Coos Bay,OR,97420,,541-888-2111,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,43.3767383,-124.2322558,2012-03-25,39829
ELEC,Jack Scoville Nissan,900 NW 4th St,,Corvallis,OR,97330,,541-753-1694,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,GPS,44.572608,-123.258425,2012-03-25,39830
ELEC,Lithia Nissan of Eugene,2060 Martin Luther King,,Eugene,OR,97401,,541-686-2211,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,44.05881,-123.081818,2012-03-25,39831
ELEC,Gladstone Nissan,19505 SE McLoughlin Blvd,,Gladstone,OR,97027,,503-655-6519,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,45.378374,-122.60331,2012-03-25,39832
ELEC,Jim Sigel Automotive Center,1601 NE 7th St,,Grants Pass,OR,97526,,541-476-0811,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,42.4563879,-123.320052,2012-03-25,39833
ELEC,Gresham Nissan Subaru,1925 E Powell Blvd,,Gresham,OR,97080,,503-661-1200,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,45.4975014,-122.4107946,2012-03-25,39834
ELEC,Royal Moore Nissan Subaru,1326 SE Enterprise Cir,,Hillsboro,OR,97123,,503-640-5660,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,GPS,45.508744,-122.968747,2012-03-25,39835
ELEC,Chuck Colvin Nissan,1925 N Highway 99W,,McMinnville,OR,97128,,503-472-6124,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,45.2274569,-123.1784863,2012-03-25,39836
ELEC,Lithia Nissan,600 N Central Ave,,Medford,OR,97501,,541-773-3655,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,42.331838,-122.876341,2012-03-25,39837
ELEC,Rustom Nissan of Portland,1212 NE 122nd Ave,,Portland,OR,97230,,503-251-3349,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,45.531567,-122.537169,2012-03-25,39838
ELEC,Salem Nissan,2908 Market St NE,,Salem,OR,97301,,503-581-3849,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,44.9497882,-122.999651,2012-03-25,39839
ELEC,Fort Dalles Nissan,2400 W 6th St,,The Dalles,OR,97058,,541-296-4613,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,45.6149066,-121.209749,2012-03-25,39840
ELEC,Tonkin Nissan,26700 SW 95th Ave,,Wilsonville,OR,97070,,503-222-2277,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,45.326897,-122.771015,2012-03-25,39841
ELEC,Dick Smith Nissan,3670 Fernandina Rd,,Columbia,SC,29210,,803-772-8700,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.055445,-81.128088,2011-05-31,39842
ELEC,Dick Smith Nissan,4030 W Beltline Blvd,,Columbia,SC,29204,,803-256-6600,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.035963,-81.009384,2011-05-31,39843
ELEC,Dick Smith Nissan,5536 Sunset Blvd,,Lexington,SC,29072,,803-957-7760,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.997728,-81.222295,2011-05-31,39844
ELEC,Twin City Nissan,3247 Airport Hwy,,Alcoa,TN,37701,,865-970-4132,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.8322796,-83.9730188,2011-05-31,39845
ELEC,Wolfchase Nissan,2956 N Germantown Rd,,Bartlett,TN,38133,,901-255-3800,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.2091946,-89.7917695,2011-05-31,39846
ELEC,Bill Gatton Nissan,235 Century Blvd,,Bristol,TN,37620,,423-989-6700,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,GPS,36.542819,-82.235403,2011-05-31,39847
ELEC,Hunt Nissan,2121 Chapman Rd,,Chattanooga,TN,37421,,423-899-2525,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.0561422,-85.1887982,2011-05-31,39848
ELEC,Crown Nissan,1640 Montgomery Hwy,,Birmingham,AL,35216,,205-979-5420,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.3954018,-86.8063342,2011-05-31,39849
ELEC,Chris Myers Nissan,29788 Fredrick Blvd,,Daphne,AL,36526,,251-626-5558,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,30.6600975,-87.854865,2011-05-31,39850
ELEC,Lynn Layton Cad-Nissan,2402 Highway 31 S,,Decatur,AL,35601,,256-353-8150,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.563864,-86.972204,2011-05-31,39851
ELEC,Jack Ingram Motors,227 Eastern Bypass,,Montgomery,AL,36117,,334-277-5700,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,32.3770748,-86.2093447,2011-05-31,39852
ELEC,Avondale Nissan,10305 W Papago Fwy,,Avondale,AZ,85323,,888-390-9140,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.459089,-112.284118,2011-05-31,39853
ELEC,Power Nissan Chandler,1350 S Gilbert Rd,,Chandler,AZ,85249,,480-461-4300,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.285122,-111.789923,2011-05-31,39854
ELEC,Anderson Nissan,3842 N Highway 95,,Lake Havasu City,AZ,86404,,928-764-1700,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.542307,-114.352576,2011-05-31,39855
ELEC,Earnhardt's Nissan,6354 E Test Dr,,Mesa,AZ,85206,,480-324-8800,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.385309,-111.694728,2011-05-31,39856
ELEC,Larry H Miller Nissan - Mesa,2025 W Riverview Auto Dr,,Mesa,AZ,85201,,480-655-4000,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.433994,-111.872544,2011-05-31,39857
ELEC,Peoria Nissan,9151 W Bell Rd,,Peoria,AZ,85382,,623-815-5600,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.635947,-112.253909,2011-05-31,39858
ELEC,ABC Nissan,1300 E Camelback Rd,,Phoenix,AZ,85014,,602-264-2332,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.5092336,-112.054054,2011-05-31,39859
ELEC,Coulter Nissan,4240 W Glendale Ave,,Phoenix,AZ,85051,,623-934-3444,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.539414,-112.150534,2011-05-31,39860
ELEC,Midway Nissan,2201 W Bell Rd,,Phoenix,AZ,85023,,602-866-6600,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.638894,-112.107222,2011-05-31,39861
ELEC,Pinnacle Nissan,7601 E Frank Lloyd Wright,,Scottsdale,AZ,85260,,480-998-9800,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.634505,-111.915838,2011-05-31,39862
ELEC,Power Nissan Tempe,7755 S Autoplex Loop,,Tempe,AZ,85284,,480-598-6000,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.346072,-111.967353,2011-05-31,39863
ELEC,Jim Click Nissan,800 W Auto Mall Dr,,Tucson,AZ,85705,,520-884-4100,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,32.29047,-110.985088,2011-05-31,39864
ELEC,Thoroughbred Nissan,5163 E 22nd St,,Tucson,AZ,85711,,520-618-6500,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,32.207526,-110.882116,2011-05-31,39865
ELEC,University of Arizona - Second Street Garage,1340 E 2nd St,"Enter from 2nd Street, EVSE located at the entrance to the garage at the 1st parking space. Building 114",Tucson,AZ,85719,,520-626-7433,E,,Public - card key at all times,ECOtality access card required; 7am-8pm daily; 7am-12am daily during fall and spring semesters only; pay lot,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,200-8,32.2337904,-110.9517211,2011-05-31,39866
ELEC,University of Arizona - Sixth Street Garage,1201 E 6th St,Building 181,Tucson,AZ,85719,,,E,,Private access only,University fleet vehicle use only,,,,,,1,,,,,200-8,32.2278118,-110.9532435,2011-05-31,39867
ELEC,University of Arizona - Tyndall Avenue Gararge,880 E 4th St,"Enter from Tyndall Ave, left turn at the entrance, EVSE located at the 5th parking space on the right side at the stop sign. Building 160",Tucson,AZ,85719,,520-626-7433,E,,Public - card key at all times,ECOtality access card required; 7am-8pm daily; 7am-12am daily during fall and spring semesters only; pay lot,,,,,,1,,,Blink Network,http://www.blinknetwork.com/,200-8,32.229726,-110.958687,2011-05-31,39868
ELEC,Alhambra Nissan,726 E Main St,,Alhambra,CA,91801,,626-289-6161,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.098325,-118.11915,2011-05-31,39869
ELEC,Antioch Nissan,1831 Auto Center Dr,,Antioch,CA,94509,,925-755-2600,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,38.007497,-121.831648,2011-05-31,39870
ELEC,Nissan of Bakersfield,2800 Pacheco Rd,,Bakersfield,CA,93313,,661-835-8600,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,35.310768,-119.036466,2011-05-31,39871
ELEC,Buena Park Nissan,6501 Auto Center Dr,,Buena Park,CA,90621,,714-739-0800,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.865265,-117.99485,2011-05-31,39872
ELEC,Carson Nissan,1505 E 223rd St,,Carso,CA,90745,,310-221-5119,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.8243547,-118.2456889,2011-05-31,39873
ELEC,Palm Springs Nissan,68177 Kyle Rd,,Cathedral City,CA,92234,,760-328-2828,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,GPS,33.784142,-116.471039,2011-05-31,39874
ELEC,Cerritos Nissan,18707 Studebaker Rd,,Cerritos,CA,90703,,562-402-2277,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.861398,-118.100502,2011-05-31,39875
ELEC,Chico Nissan,575 Manzanita Ave,,Chico,CA,95926,,530-891-1777,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,39.756818,-121.843781,2011-05-31,39876
ELEC,Puente Hills Nissan,17320 E Gale Ave,,City of Industry,CA,91748,,626-626-2600,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.9986102,-117.9283627,2011-05-31,39877
ELEC,Nissan of Clovis,370 W Herndon Ave,,Clovis,CA,93612,,559-297-6919,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.836809,-119.716906,2011-05-31,39878
ELEC,Serramonte Nissan,650 Serramonte Blvd,,Colma,CA,94014,,650-994-1661,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,37.675806,-122.461273,2011-05-31,39879
ELEC,Dirito Bros Concord Nissan,1290 Concord Ave,,Concord,CA,94520,,925-676-4400,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,37.979645,-122.050504,2011-05-31,39880
ELEC,Corona Nissan,2575 Wardlow Rd,,Corona,CA,92882,,951-735-3360,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.8831909,-117.615655,2011-05-31,39881
ELEC,Connell Nissan,2850 Harbor Blvd,,Costa Mesa,CA,92626,,714-444-4220,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.675218,-117.91822,2011-05-31,39882
ELEC,Hanlees Nissan,5009 Chiles Rd,,Davis,CA,95616,,530-231-3000,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,38.5524135,-121.6910733,2011-05-31,39883
ELEC,Downey Nissan,7550 Firestone Blvd,,Downey,CA,90241,,562-334-1090,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.946204,-118.145718,2011-05-31,39884
ELEC,Performance Nissan,1434 Buena Vista St,,Duarte,CA,91010,,626-305-3000,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.1367152,-117.9775358,2011-05-31,39885
ELEC,Mossy Nissan El Cajon,1170 W Main St,,El Cajon,CA,92020,,619-588-0500,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,32.7949677,-116.9760096,2011-05-31,39886
ELEC,Ross Nissan of El Monte,3428 N Peck Rd,,El Monte,CA,91731,,800-859-8445,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.0695654,-118.0272356,2011-05-31,39887
ELEC,Nissan of Elk Grove,8590 Laguna Grove Dr,,Elk Grove,CA,95757,,916-405-5000,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,38.4024712,-121.3862641,2011-05-31,39888
ELEC,Mossy Nissan - Escondido,1546 Auto Park Way,,Escondido,CA,92029,,760-746-5050,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.11572,-117.106474,2011-05-31,39889
ELEC,McCrea Nissan,601 7th St,,Eureka,CA,95501,,707-442-1741,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,40.800605,-124.1644214,2011-05-31,39890
ELEC,Nissan of Folsom Lake,12610 Auto Mall Cir,,Folsom,CA,95630,,916-608-5300,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,38.634241,-121.204231,2011-05-31,39891
ELEC,Fontana Nissan,16444 S Highland Ave,,Fontana,CA,92336,,909-574-2288,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.135346,-117.445732,2011-05-31,39892
ELEC,Premier Nissan of Fremont,5701 Cushing Pkwy,,Fremont,CA,94538,,510-668-8700,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,GPS,37.489389,-121.957636,2011-05-31,39893
ELEC,Lithia Nissan of Fresno,5580 N Blackstone Ave,,Fresno,CA,93710,,559-435-3500,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.818495,-119.789491,2011-05-31,39894
ELEC,OC Nissan - Garden Grove,9222 Trask Ave,,Garden Grove,CA,92844,,714-537-0900,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.766376,-117.967484,2011-05-31,39895
ELEC,Gardena Nissan,1670 W Redondo Beach Blvd,,Gardena,CA,90247,,310-532-1600,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.8890744,-118.3068059,2011-05-31,39896
ELEC,South County Nissan-Hyundi,400 Stutz Way,,Gilroy,CA,95020,,408-842-1777,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,36.9967619,-121.558621,2011-05-31,39897
ELEC,Glendale Nissan,727 S Brand Blvd,,Glendale,CA,91204,,818-240-6000,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.1370442,-118.2551515,2011-05-31,39898
ELEC,Santa Barbara Nissan,425 S Kellogg Ave,,Goleta,CA,93117,,805-967-1130,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.4344371,-119.8205461,2011-05-31,39899
ELEC,Power Nissan of South Bay,14610 Hindry Ave,,Hawthorne,CA,90250,,310-536-4000,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.898998,-118.371545,2011-05-31,39900
ELEC,Hayward Nissan,24644 Mission Blvd,,Hayward,CA,94544,,510-372-2800,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,37.662739,-122.075757,2011-05-31,39901
ELEC,Pedder Nissan,200 Carriage Cir,,Hemet,CA,92545,,951-766-1446,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.741055,-117.031846,2011-05-31,39902
ELEC,Surf City Nissan,17331 Beach Blvd,,Huntington Beach,CA,92647,,714-500-6000,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.7106603,-117.9890614,2011-05-31,39903
ELEC,OC Nissan - Irvine,30 Auto Center Dr,,Irvine,CA,92618,,949-951-7575,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.6325969,-117.723412,2011-05-31,39904
ELEC,Torre Nissan,79-125 Highway 111,,La Quinta,CA,92253,,760-777-8999,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.7044798,-116.2727038,2011-05-31,39905
ELEC,Nissan of Downtown Los Angeles,635 W Washington Blvd,,Los Angeles,CA,90015,,213-748-4501,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.0345542,-118.2723307,2011-05-31,39906
ELEC,Universal City Nissan,3550 Cahuenga Blvd W,,Los Angeles,CA,90068,,818-769-8100,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.133891,-118.3574508,2011-05-31,39907
ELEC,Razzari Nissan,1675 Auto Center Dr,,Merced,CA,95340,,209-383-0100,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,37.305842,-120.502299,2011-05-31,39908
ELEC,Daland Nissan,460 El Camino Real,,Millbrae,CA,94030,,650-697-8397,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,37.603543,-122.392732,2011-05-31,39909
ELEC,Nissan of Mission Hills,11000 Sepulveda Blvd,,Mission Hills,CA,91345,,818-838-4444,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.2698326,-118.4670735,2011-05-31,39910
ELEC,Central Valley Nissan,4530 McHenry Ave,,Modesto,CA,95356,,209-526-3320,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,37.705082,-120.993823,2011-05-31,39911
ELEC,Metro Nissan of Montclair,9440 Autoplex Dr,,Montclair,CA,91763,,909-625-5575,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.0818634,-117.6938962,2011-05-31,39912
ELEC,Metro Nissan of Redlands,1665 Industrial Park Ave,,Montclair,CA,92374,,909-793-3377,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.0659977,-117.2109554,2011-05-31,39913
ELEC,Napa Nissan,510 Soscol Ave,,Napa,CA,94559,,707-253-1551,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,38.2926058,-122.2777173,2011-05-31,39914
ELEC,Mossy Nissan,2700 National City Blvd,,National City,CA,91950,,619-474-7011,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,32.659037,-117.101114,2011-05-31,39915
ELEC,Mossy Nissan - Oceanside,3535 College Blvd,,Oceanside,CA,92056,,760-720-9797,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.181523,-117.298217,2011-05-31,39916
ELEC,Stadium Nissan,1140 W Katella Ave,,Orange,CA,92867,,714-633-8430,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.8080659,-117.864917,2011-05-31,39917
ELEC,Team Nissan,1801 Auto Center Dr,,Oxnard,CA,93036,,805-485-8787,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,34.227848,-119.150315,2011-05-31,39918
ELEC,Antelope Valley Nissan,451 Auto Center Dr,"5th St West and Auto Center Dr; access EVSE via the service drive, located adjacent to the front door",Palmdale,CA,93551,,661-274-4700 x214,E,,Public - see hours,24 hours daily; primarily for customer use,,,,,,2,,,,,200-8,34.5915,-118.1389,2011-09-25,39919
ELEC,North Bay Nissan,1250 Auto Center Dr,,Petaluma,CA,94952,,707-769-7700,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,38.267212,-122.665041,2011-05-31,39920
ELEC,Mossy Nissan Poway,14100 Poway Rd,,Poway,CA,92064,,858-668-3600,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,32.956864,-117.026542,2011-05-31,39921
ELEC,Crown Nissan,300 E Cypress Ave,,Redding,CA,96002,,530-223-2177,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,40.571755,-122.366511,2011-05-31,39922
ELEC,Boardwalk Nissan,1 Bair Island Rd,,Redwood City,CA,94063,,650-364-0100,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,37.495877,-122.227371,2011-05-31,39923
ELEC,City of Redwood City - Downtown Cinema Garage,855 Jefferson Ave,,Redwood City,CA,94063,,888-758-4389  650-780-7000,E,,Public - see hours,6am-11pm daily; pay lot,,,,,2,2,,,ChargePoint Network,http://www.mychargepoint.net/,200-8,37.4854603,-122.2279582,2011-05-31,39924
ELEC,Hanlees Hilltop Nissan,3277 Auto Plaza,,Richmond,CA,94806,,510-222-4900,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,37.9842548,-122.3233305,2011-05-31,39925
ELEC,Raceway Nissan,6030 Sycamore Canyon Blvd,,Riverside,CA,92507,,951-571-9300,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.941542,-117.297305,2011-05-31,39926
ELEC,Riverside Nissan,8330 Indiana Ave,,Riverside,CA,92504,,951-688-9420,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,33.9257511,-117.4207727,2011-05-31,39927
ELEC,Future Nissan,600 Automall Dr,,Roseville,CA,95661,,916-969-5700,E,,Public - see hours,Dealership business hours,,,,,,1,,,,,200-8,38.752778,-121.257019,2011-05-31,39928
